Date,ClosingQuote,Change ($),Change (%),Volume Traded
2009-09-14,6.9,0,0,0
2009-09-15,6.9,0,0,0
2009-09-16,6.9,0,0,0
2009-09-17,6.9,0,0,0
2009-09-18,6.9,0,0,0
2009-09-22,6.9,0,0,0
2009-09-23,6.9,0,0,0
2009-09-25,6.9,0,0,0
2009-09-28,6.9,0,0,0
2009-09-29,6.9,0,0,0
2009-09-30,6.9,0,0,0
2009-10-01,6.9,0,0,0
2009-10-02,6.9,0,0,0
2009-10-05,6.9,0,0,0
2009-10-06,6.9,0,0,0
2009-10-07,6.9,0,0,0
2009-10-08,6.9,0,0,0
2009-10-09,6.9,0,0,0
2009-10-12,6.9,0,0,0
2009-10-13,6.9,0,0,0
2009-10-14,6.9,0,0,0
2009-10-15,6.9,0,0,0
2009-10-16,6.9,0,0,0
2009-10-19,6.9,0,0,0
2009-10-20,6.9,0,0,0
2009-10-21,6.9,0,0,0
2009-10-22,6.9,0,0,0
2009-10-23,6.9,0,0,0
2009-10-26,6.9,0,0,0
2009-10-27,6.9,0,0,0
2009-10-28,6.9,0,0,0
2009-10-29,6.9,0,0,0
2009-10-30,6.9,0,0,0
2009-11-02,6.9,0,0,0
2009-11-03,6.9,0,0,0
2009-11-04,6.9,0,0,0
2009-11-05,6.9,0,0,0
2009-11-06,6.9,0,0,0
2009-11-09,6.9,0,0,0
2009-11-10,6.9,0,0,0
2009-11-11,6.9,0,0,0
2009-11-12,6.9,0,0,0
2009-11-13,6.9,0,0,0
2009-11-16,6.9,0,0,0
2009-11-17,6.9,0,0,0
2009-11-18,6.9,0,0,0
2009-11-19,6.9,0,0,0
2009-11-20,6.9,0,0,0
2009-11-23,6.9,0,0,0
2009-11-24,6.9,0,0,0
2009-11-25,6.9,0,0,0
2009-11-26,6.9,0,0,0
2009-11-27,6.9,0,0,0
2009-11-30,6.9,0,0,0
2009-12-01,6.9,0,0,0
2009-12-02,6.9,0,0,0
2009-12-03,6.9,0,0,0
2009-12-04,6.9,0,0,0
2009-12-07,6.9,0,0,0
2009-12-08,6.9,0,0,0
2009-12-09,6.9,0,0,0
2009-12-10,6.9,0,0,0
2009-12-11,6.9,0,0,0
2009-12-14,6.9,0,0,0
2009-12-15,6.9,0,0,0
2009-12-16,6.9,0,0,0
2009-12-17,6.9,0,0,0
2009-12-18,6.9,0,0,0
2009-12-21,6.9,0,0,0
2009-12-22,6.9,0,0,0
2009-12-23,6.9,0,0,0
2009-12-24,6.9,0,0,0
2009-12-28,6.9,0,0,0
2009-12-29,6.9,0,0,0
2009-12-30,6.9,0,0,0
2009-12-31,6.9,0,0,0
2010-01-04,6.9,0,0,0
2010-01-05,6.9,0,0,0
2010-01-06,6.9,0,0,0
2010-01-07,6.9,0,0,0
2010-01-08,6.9,0,0,0
2010-01-11,6.9,0,0,0
2010-01-12,6.9,0,0,0
2010-01-13,6.9,0,0,0
2010-01-14,6.9,0,0,0
2010-01-15,6.9,0,0,0
2010-01-18,6.9,0,0,0
2010-01-19,6.9,0,0,0
2010-01-20,6.9,0,0,0
2010-01-21,6.9,0,0,0
2010-01-22,6.9,0,0,0
2010-01-25,6.9,0,0,0
2010-01-26,6.9,0,0,0
2010-01-27,6.9,0,0,0
2010-01-28,6.9,0,0,0
2010-01-29,6.9,0,0,0
2010-02-01,6.9,0,0,0
2010-02-02,6.9,0,0,0
2010-02-03,6.9,0,0,0
2010-02-04,6.9,0,0,0
2010-02-05,6.9,0,0,0
2010-02-08,6.9,0,0,0
2010-02-09,6.9,0,0,0
2010-02-10,6.9,0,0,0
2010-02-11,6.9,0,0,0
2010-02-12,6.9,0,0,0
2010-02-17,6.9,0,0,0
2010-02-18,6.9,0,0,0
2010-02-19,6.9,0,0,0
2010-02-22,6.9,0,0,0
2010-02-23,6.9,0,0,0
2010-02-24,6.9,0,0,0
2010-02-25,6.9,0,0,0
2010-02-26,6.9,0,0,0
2010-03-01,6.9,0,0,0
2010-03-02,6.9,0,0,0
2010-03-03,6.9,0,0,0
2010-03-04,6.9,0,0,0
2010-03-05,6.9,0,0,0
2010-03-08,6.9,0,0,0
2010-03-09,6.9,0,0,0
2010-03-10,6.9,0,0,0
2010-03-11,6.9,0,0,0
2010-03-12,6.9,0,0,0
2010-03-15,6.9,0,0,0
2010-03-16,6.9,0,0,0
2010-03-17,6.9,0,0,0
2010-03-18,6.9,0,0,0
2010-03-19,6.9,0,0,0
2010-03-22,6.9,0,0,0
2010-03-23,6.9,0,0,0
2010-03-24,6.9,0,0,0
2010-03-25,6.9,0,0,0
2010-03-26,6.9,0,0,0
2010-03-29,6.9,0,0,0
2010-03-31,6.9,0,0,0
2010-04-01,6.9,0,0,0
2010-04-06,6.9,0,0,0
2010-04-07,6.9,0,0,0
2010-04-08,6.9,0,0,0
2010-04-09,6.9,0,0,0
2010-04-12,6.9,0,0,0
2010-04-13,6.9,0,0,0
2010-04-14,6.9,0,0,0
2010-04-15,6.9,0,0,0
2010-04-16,6.9,0,0,0
2010-04-19,6.9,0,0,0
2010-04-20,6.9,0,0,0
2010-04-21,6.9,0,0,0
2010-04-22,6.9,0,0,0
2010-04-23,6.9,0,0,0
2010-04-26,6.9,0,0,0
2010-04-27,6.9,0,0,0
2010-04-28,6.9,0,0,0
2010-04-29,6.9,0,0,0
2010-04-30,6.9,0,0,0
2010-05-03,6.9,0,0,0
2010-05-04,6.9,0,0,0
2010-05-05,6.9,0,0,0
2010-05-06,6.9,0,0,0
2010-05-07,6.9,0,0,0
2010-05-10,6.9,0,0,0
2010-05-11,6.9,0,0,0
2010-05-12,6.9,0,0,0
2010-05-13,6.9,0,0,0
2010-05-14,6.9,0,0,0
2010-05-17,6.9,0,0,0
2010-05-18,6.9,0,0,0
2010-05-19,6.9,0,0,0
2010-05-20,6.9,0,0,0
2010-05-21,6.9,0,0,0
2010-05-24,6.9,0,0,0
2010-05-25,6.9,0,0,0
2010-05-26,6.9,0,0,0
2010-05-27,6.9,0,0,0
2010-05-28,6.9,0,0,0
2010-06-01,6.9,0,0,0
2010-06-02,6.9,0,0,0
2010-06-04,6.9,0,0,0
2010-06-07,6.9,0,0,0
2010-06-08,6.9,0,0,0
2010-06-09,6.9,0,0,0
2010-06-10,6.9,0,0,0
2010-06-11,6.9,0,0,0
2010-06-14,6.9,0,0,0
2010-06-15,6.9,0,0,0
2010-06-16,6.9,0,0,0
2010-06-17,6.9,0,0,0
2010-06-18,6.9,0,0,0
2010-06-21,6.9,0,0,0
2010-06-22,6.9,0,0,0
2010-06-23,6.9,0,0,0
2010-06-24,6.9,0,0,0
2010-06-25,6.9,0,0,0
2010-06-28,6.9,0,0,0
2010-06-29,6.9,0,0,0
2010-06-30,6.9,0,0,0
2010-07-01,6.9,0,0,0
2010-07-02,6.9,0,0,0
2010-07-05,6.9,0,0,0
2010-07-06,6.9,0,0,0
2010-07-07,6.9,0,0,0
2010-07-08,6.9,0,0,0
2010-07-09,6.9,0,0,0
2010-07-12,6.9,0,0,0
2010-07-13,6.9,0,0,0
2010-07-14,6.9,0,0,0
2010-07-15,6.9,0,0,0
2010-07-16,6.9,0,0,0
2010-07-19,6.9,0,0,0
2010-07-20,6.9,0,0,0
2010-07-21,6.9,0,0,0
2010-07-22,6.9,0,0,0
2010-07-23,6.9,0,0,0
2010-07-26,6.9,0,0,0
2010-07-27,6.9,0,0,0
2010-07-28,6.9,0,0,0
2010-07-29,6.9,0,0,0
2010-07-30,6.9,0,0,0
2010-08-03,6.9,0,0,0
2010-08-04,6.9,0,0,0
2010-08-05,6.9,0,0,0
2010-08-06,6.9,0,0,0
2010-08-09,6.9,0,0,0
2010-08-10,6.9,0,0,0
2010-08-11,6.9,0,0,0
2010-08-12,6.9,0,0,0
2010-08-13,6.9,0,0,0
2010-08-16,6.9,0,0,0
2010-08-17,6.9,0,0,0
2010-08-18,6.9,0,0,0
2010-08-19,6.9,0,0,0
2010-08-20,6.9,0,0,0
2010-08-23,6.9,0,0,0
2010-08-24,6.9,0,0,0
2010-08-25,6.9,0,0,0
2010-08-26,6.9,0,0,0
2010-08-27,6.9,0,0,0
2010-08-30,6.9,0,0,0
2010-09-01,6.9,0,0,0
2010-09-02,6.9,0,0,0
2010-09-03,6.9,0,0,0
2010-09-06,6.9,0,0,0
2010-09-07,6.9,0,0,0
2010-09-08,6.9,0,0,0
2010-09-09,6.9,0,0,0
2010-09-13,6.9,0,0,0
2010-09-14,6.9,0,0,0
2010-09-15,6.9,0,0,0
2010-09-16,6.9,0,0,0
2010-09-17,6.9,0,0,0
2010-09-20,6.9,0,0,0
2010-09-21,6.9,0,0,0
2010-09-22,6.9,0,0,0
2010-09-23,6.9,0,0,0
2010-09-27,6.9,0,0,0
2010-09-28,6.9,0,0,0
2010-09-29,6.9,0,0,0
2010-09-30,6.9,0,0,0
2010-10-01,6.9,0,0,0
2010-10-04,6.9,0,0,0
2010-10-05,6.9,0,0,0
2010-10-06,6.9,0,0,0
2010-10-07,6.9,0,0,0
2010-10-08,6.9,0,0,0
2010-10-11,6.9,0,0,0
2010-10-12,6.9,0,0,0
2010-10-13,6.9,0,0,0
2010-10-14,6.9,0,0,0
2010-10-15,6.9,0,0,0
2010-10-18,6.9,0,0,0
2010-10-19,6.9,0,0,0
2010-10-20,6.9,0,0,0
2010-10-21,6.9,0,0,0
2010-10-22,6.9,0,0,0
2010-10-25,6.9,0,0,0
2010-10-26,6.9,0,0,0
2010-10-27,6.9,0,0,0
2010-10-28,6.9,0,0,0
2010-10-29,6.9,0,0,0
2010-11-01,6.9,0,0,0
2010-11-02,6.9,0,0,0
2010-11-03,6.9,0,0,0
2010-11-04,6.9,0,0,0
2010-11-08,6.9,0,0,0
2010-11-09,6.9,0,0,0
2010-11-10,6.9,0,0,0
2010-11-11,6.9,0,0,0
2010-11-12,6.9,0,0,0
2010-11-15,6.9,0,0,0
2010-11-16,6.9,0,0,0
2010-11-17,6.9,0,0,0
2010-11-18,6.9,0,0,0
2010-11-19,6.9,0,0,0
2010-11-22,6.9,0,0,0
2010-11-23,6.9,0,0,0
2010-11-24,6.9,0,0,0
2010-11-25,6.9,0,0,0
2010-11-26,6.9,0,0,0
2010-11-29,6.9,0,0,0
2010-11-30,6.9,0,0,0
2010-12-01,6.9,0,0,0
2010-12-02,6.9,0,0,0
2010-12-03,6.9,0,0,0
2010-12-06,6.9,0,0,0
2010-12-07,6.9,0,0,0
2010-12-08,6.9,0,0,0
2010-12-09,6.9,0,0,0
2010-12-10,6.9,0,0,0
2010-12-13,6.9,0,0,0
2010-12-14,6.9,0,0,0
2010-12-15,6.9,0,0,0
2010-12-16,6.9,0,0,0
2010-12-17,6.9,0,0,0
2010-12-20,6.9,0,0,0
2010-12-21,6.9,0,0,0
2010-12-22,6.9,0,0,0
2010-12-23,6.9,0,0,0
2010-12-24,6.9,0,0,0
2010-12-28,6.9,0,0,0
2010-12-29,6.9,0,0,0
2010-12-30,6.9,0,0,0
2010-12-31,6.9,0,0,0
2011-01-03,6.9,0,0,0
2011-01-04,6.9,0,0,0
2011-01-05,6.9,0,0,0
2011-01-06,6.9,0,0,0
2011-01-07,6.9,0,0,0
2011-01-10,6.9,0,0,0
2011-01-11,6.9,0,0,0
2011-01-12,6.9,0,0,0
2011-01-13,6.9,0,0,0
2011-01-14,6.9,0,0,0
2011-01-17,6.9,0,0,0
2011-01-18,6.9,0,0,0
2011-01-19,6.9,0,0,0
2011-01-20,6.9,0,0,0
2011-01-21,6.9,0,0,0
2011-01-24,6.9,0,0,0
2011-01-25,6.9,0,0,0
2011-01-26,6.9,0,0,0
2011-01-27,6.9,0,0,0
2011-01-28,6.9,0,0,0
2011-01-31,6.9,0,0,0
2011-02-01,6.9,0,0,0
2011-02-02,6.9,0,0,0
2011-02-03,6.9,0,0,0
2011-02-04,6.9,0,0,0
2011-02-07,6.9,0,0,0
2011-02-08,6.9,0,0,0
2011-02-09,6.9,0,0,0
2011-02-10,6.9,0,0,0
2011-02-11,6.9,0,0,0
2011-02-14,6.21,-0.69,-10,114650
2011-02-15,6.21,0,0,97855
2011-02-16,6,-0.21,-3.38,75577
2011-02-17,6,0,0,13100
2011-02-18,5.8,-0.2,-3.33,15005
2011-02-21,5.8,0,0,2000
2011-02-22,5.8,0,0,0
2011-02-23,5.8,0,0,0
2011-02-24,5.8,0,0,0
2011-02-25,5,-0.8,-13.79,5000
2011-02-28,5,0,0,543
2011-03-01,5,0,0,2000
2011-03-02,5,0,0,0
2011-03-03,5,0,0,5000
2011-03-04,5,0,0,3000
2011-03-09,5,0,0,23774
2011-03-10,5,0,0,1135
2011-03-11,5,0,0,14191
2011-03-14,5,0,0,9882
2011-03-15,5,0,0,3013
2011-03-16,5,0,0,150
2011-03-17,5,0,0,0
2011-03-18,5,0,0,15000
2011-03-21,5,0,0,79956
2011-03-22,5,0,0,469966
2011-03-23,5,0,0,600
2011-03-24,5,0,0,0
2011-03-25,5,0,0,0
2011-03-28,5,0,0,20000
2011-03-29,5,0,0,79550
2011-03-31,5,0,0,2480
2011-04-01,5.01,0.01,0.2,5000
2011-04-04,5.01,0,0,678026
2011-04-05,5.01,0,0,0
2011-04-06,5.01,0,0,1782
2011-04-07,5.01,0,0,0
2011-04-08,5.01,0,0,0
2011-04-11,5.01,0,0,8000
2011-04-12,5.01,0,0,2000
2011-04-13,5.75,0.74,14.77,3233
2011-04-14,5.75,0,0,0
2011-04-15,6.61,0.86,14.96,6188
2011-04-18,6.61,0,0,35268
2011-04-19,6.61,0,0,30428
2011-04-20,6.61,0,0,36634
2011-04-21,6.61,0,0,0
2011-04-26,6.61,0,0,0
2011-04-27,6.55,-0.06,-0.91,770304
2011-04-28,6.55,0,0,0
2011-04-29,6.55,0,0,0
2011-05-02,6.55,0,0,0
2011-05-03,6.66,0.11,1.68,10000
2011-05-04,6.66,0,0,0
2011-05-05,7.25,0.59,8.86,65300
2011-05-06,7.27,0.02,0.28,10304
2011-05-09,8,0.73,10.04,5170
2011-05-10,9,1,12.5,16000
2011-05-11,10,1,11.11,22000
2011-05-12,10,0,0,72154
2011-05-13,10,0,0,54955
2011-05-16,10,0,0,0
2011-05-17,10,0,0,160
2011-05-18,9.75,-0.25,-2.5,7520
2011-05-19,9.75,0,0,15403
2011-05-20,9.75,0,0,88674
2011-05-23,9.75,0,0,16834
2011-05-24,9.75,0,0,500
2011-05-25,9.75,0,0,615
2011-05-26,9.5,-0.25,-2.56,100284
2011-05-27,9.5,0,0,1815
2011-05-31,9.5,0,0,216843
2011-06-01,9.5,0,0,544
2011-06-02,9.5,0,0,1000
2011-06-03,9.5,0,0,0
2011-06-06,9.44,-0.06,-0.63,3990
2011-06-07,9.44,0,0,0
2011-06-08,9.25,-0.19,-2.01,8288
2011-06-09,9.25,0,0,100
2011-06-10,9.25,0,0,0
2011-06-13,9.25,0,0,11216
2011-06-14,9.25,0,0,0
2011-06-15,9.25,0,0,0
2011-06-16,9.25,0,0,0
2011-06-17,9,-0.25,-2.7,64659
2011-06-21,9,0,0,80
2011-06-22,9,0,0,0
2011-06-24,9,0,0,0
2011-06-27,9,0,0,0
2011-06-28,8.98,-0.02,-0.22,4500
2011-06-29,8.99,0.01,0.11,49420
2011-06-30,9,0.01,0.11,46558
2011-07-01,9,0,0,0
2011-07-04,9,0,0,0
2011-07-05,8.99,-0.01,-0.11,150
2011-07-06,8.99,0,0,0
2011-07-07,8.99,0,0,0
2011-07-08,8.99,0,0,0
2011-07-11,8.99,0,0,0
2011-07-12,8.99,0,0,0
2011-07-13,8.99,0,0,0
2011-07-14,9,0.01,0.11,13800
2011-07-15,8.99,-0.01,-0.11,16553
2011-07-18,8.99,0,0,6
2011-07-19,8.95,-0.04,-0.45,4055
2011-07-20,8.95,0,0,0
2011-07-21,8.95,0,0,1000
2011-07-22,8.94,-0.01,-0.11,1000
2011-07-25,8.94,0,0,0
2011-07-26,8.94,0,0,0
2011-07-27,8.95,0.01,0.11,4000
2011-07-28,8.94,-0.01,-0.11,4000
2011-07-29,9,0.06,0.67,206000
2011-08-02,9,0,0,0
2011-08-03,9,0,0,0
2011-08-04,9,0,0,0
2011-08-05,9,0,0,0
2011-08-08,9,0,0,2546
2011-08-09,9,0,0,0
2011-08-10,9,0,0,0
2011-08-11,9,0,0,0
2011-08-12,9,0,0,0
2011-08-15,9,0,0,0
2011-08-16,9,0,0,0
2011-08-17,9,0,0,0
2011-08-18,9,0,0,0
2011-08-19,9,0,0,0
2011-08-22,9,0,0,0
2011-08-23,9,0,0,0
2011-08-24,9,0,0,50
2011-08-25,8.99,-0.01,0,726
2011-08-26,8.99,0,0,0
2011-08-29,8.99,0,0,337
2011-08-30,8.99,0,0,163
2011-09-02,8.5,-0.49,-5.45,5795628
2011-09-05,8.5,0,0,0
2011-09-06,8.5,0,0,0
2011-09-07,8.5,0,0,0
2011-09-08,8.5,0,0,0
2011-09-09,8.5,0,0,0
2011-09-12,8.5,0,0,0
2011-09-13,8.5,0,0,0
2011-09-14,8.5,0,0,0
2011-09-15,8.79,0.29,3.41,310000
2011-09-16,8.74,-0.05,-0.57,5200
2011-09-19,8.74,0,0,0
2011-09-20,8.74,0,0,7423
2011-09-21,8.74,0,0,0
2011-09-22,8.74,0,0,0
2011-09-23,8.73,-0.01,-0.11,1669
2011-09-26,8.73,0,0,0
2011-09-27,8.73,0,0,0
2011-09-28,8.74,0.01,0.12,21
2011-09-29,8.74,0,0,0
2011-09-30,8.74,0,0,0
2011-10-03,8.74,0,0,0
2011-10-04,8.5,-0.24,-2.75,2066
2011-10-05,8.5,0,0,0
2011-10-06,8.5,0,0,0
2011-10-07,8.25,-0.25,-2.94,5000
2011-10-10,8.25,0,0,0
2011-10-11,8.25,0,0,0
2011-10-12,8.25,0,0,0
2011-10-13,8,-0.25,-3.03,5000
2011-10-14,8,0,0,0
2011-10-17,7.99,-0.01,-0.13,140
2011-10-18,7.99,0,0,230
2011-10-19,7.99,0,0,0
2011-10-20,7.99,0,0,0
2011-10-21,7.99,0,0,29
2011-10-24,7.98,-0.01,-0.13,3500
2011-10-25,7.98,0,0,0
2011-10-27,7.98,0,0,0
2011-10-28,7.98,0,0,0
2011-10-31,7.98,0,0,0
2011-11-01,7.98,0,0,0
2011-11-02,7.98,0,0,0
2011-11-03,7.98,0,0,0
2011-11-04,7.98,0,0,0
2011-11-07,7.98,0,0,0
2011-11-08,7.98,0,0,0
2011-11-09,7.98,0,0,0
2011-11-10,7.95,-0.03,-0.38,15200
2011-11-11,7.9,-0.05,-0.63,2000
2011-11-14,7.9,0,0,0
2011-11-15,7.9,0,0,0
2011-11-16,7.9,0,0,0
2011-11-17,7.9,0,0,0
2011-11-18,7.9,0,0,0
2011-11-21,7.9,0,0,0
2011-11-22,7.9,0,0,0
2011-11-23,7.9,0,0,0
2011-11-24,7.9,0,0,0
2011-11-25,7.9,0,0,11
2011-11-28,7.9,0,0,0
2011-11-29,7.9,0,0,0
2011-11-30,7.85,-0.05,-0.63,1076
2011-12-01,7.85,0,0,0
2011-12-02,7.84,-0.01,-0.13,1500
2011-12-05,7.84,0,0,0
2011-12-06,7.84,0,0,0
2011-12-07,7.84,0,0,0
2011-12-08,7.84,0,0,0
2011-12-09,7.84,0,0,0
2011-12-12,7.75,-0.09,-1.15,1000
2011-12-13,7.75,0,0,0
2011-12-14,7.75,0,0,0
2011-12-15,7.75,0,0,0
2011-12-16,7.75,0,0,0
2011-12-19,7.75,0,0,0
2011-12-20,7.75,0,0,0
2011-12-21,7.75,0,0,0
2011-12-22,7.75,0,0,0
2011-12-23,7.75,0,0,0
2011-12-28,7.75,0,0,0
2011-12-29,7.75,0,0,0
2011-12-30,7.75,0,0,0
2012-01-03,7.7,-0.05,0,7000
2012-01-04,7.7,0,0,0
2012-01-05,7.7,0,0,0
2012-01-06,7.7,0,0,0
2012-01-09,7.7,0,0,0
2012-01-10,7.7,0,0,10100
2012-01-11,7.7,0,0,0
2012-01-12,7.7,0,0,0
2012-01-13,7.7,0,0,0
2012-01-16,7.7,0,0,3000
2012-01-17,7.7,0,0,0
2012-01-18,7.7,0,0,850
2012-01-19,7.7,0,0,0
2012-01-20,7.7,0,0,280
2012-01-23,7.69,-0.01,-0.13,18845
2012-01-24,7.7,0.01,0.13,1947
2012-01-25,7.7,0,0,0
2012-01-26,7.7,0,0,0
2012-01-27,7.7,0,0,0
2012-01-30,7.7,0,0,0
2012-01-31,7.7,0,0,0
2012-02-01,7.75,0.05,0.65,1289
2012-02-02,7.75,0,0,0
2012-02-03,7.75,0,0,0
2012-02-06,7.95,0.2,2.58,19908
2012-02-07,7.95,0,0,500
2012-02-08,7.95,0,0,72
2012-02-09,7.95,0,0,5468
2012-02-10,7.95,0,0,20000
2012-02-13,7.95,0,0,0
2012-02-14,7.95,0,0,0
2012-02-15,7.99,0.04,0.5,10000
2012-02-16,7.99,0,0,0
2012-02-17,8.04,0.05,0.63,30
2012-02-22,8.04,0,0,0
2012-02-23,8.04,0,0,0
2012-02-24,8.04,0,0,0
2012-02-27,8.04,0,0,0
2012-02-28,8.5,0.46,5.72,5000
2012-02-29,9,0.5,5.88,26183
2012-03-01,9,0,0,15000
2012-03-02,9,0,0,41267
2012-03-05,9,0,0,0
2012-03-06,9,0,0,0
2012-03-07,9,0,0,18083
2012-03-08,9,0,0,0
2012-03-09,9,0,0,761
2012-03-12,9,0,0,0
2012-03-13,9,0,0,0
2012-03-14,9,0,0,0
2012-03-15,9,0,0,0
2012-03-16,9,0,0,0
2012-03-19,9,0,0,0
2012-03-20,9,0,0,0
2012-03-21,9,0,0,0
2012-03-22,8.99,-0.01,-0.11,7030
2012-03-23,8.99,0,0,0
2012-03-26,8.99,0,0,0
2012-03-27,9,0.01,0.11,59216
2012-03-28,9,0,0,55000
2012-03-29,9,0,0,3683
2012-04-02,9,0,0,0
2012-04-03,9,0,0,0
2012-04-04,9,0,0,0
2012-04-05,9,0,0,0
2012-04-10,9,0,0,0
2012-04-11,8.5,-0.5,-5.56,1000
2012-04-12,8.5,0,0,0
2012-04-13,8.5,0,0,0
2012-04-16,8.5,0,0,0
2012-04-17,8.5,0,0,0
2012-04-18,8.5,0,0,601
2012-04-19,8.5,0,0,3000
2012-04-20,8.5,0,0,4796
2012-04-23,8.5,0,0,0
2012-04-24,8.5,0,0,0
2012-04-25,8.5,0,0,12000
2012-04-26,8.2,-0.3,-3.53,10012
2012-04-27,8.5,0.3,3.66,5581
2012-04-30,8.5,0,0,6027
2012-05-01,8.49,-0.01,-0.12,527
2012-05-02,8.49,0,0,0
2012-05-03,8.49,0,0,0
2012-05-04,8.49,0,0,210
2012-05-07,8.49,0,0,2900
2012-05-08,8.49,0,0,0
2012-05-09,8.49,0,0,0
2012-05-10,8.48,-0.01,-0.12,3954
2012-05-11,8.5,0.02,0.24,16507
2012-05-14,8.5,0,0,0
2012-05-15,8.5,0,0,1260
2012-05-16,8.5,0,0,0
2012-05-17,8.5,0,0,0
2012-05-18,8.5,0,0,3888
2012-05-21,8.5,0,0,0
2012-05-22,8.5,0,0,112
2012-05-23,8.5,0,0,0
2012-05-24,8.5,0,0,50
2012-05-25,8.5,0,0,0
2012-05-28,8.5,0,0,0
2012-05-29,8.5,0,0,0
2012-05-31,8.5,0,0,0
2012-06-01,8.5,0,0,0
2012-06-04,8.5,0,0,0
2012-06-05,8.51,0.01,0.12,3000
2012-06-06,8.51,0,0,0
2012-06-08,8.51,0,0,0
2012-06-11,8.5,-0.01,-0.12,5605
2012-06-12,8.5,0,0,0
2012-06-13,8.5,0,0,0
2012-06-14,8.5,0,0,0
2012-06-15,8.5,0,0,0
2012-06-18,8.5,0,0,0
2012-06-20,8.5,0,0,0
2012-06-21,8.5,0,0,0
2012-06-22,8.5,0,0,0
2012-06-25,8.5,0,0,0
2012-06-26,8.5,0,0,0
2012-06-27,8.5,0,0,0
2012-06-28,8.39,-0.11,-1.29,1460
2012-06-29,8.39,0,0,0
2012-07-02,8.39,0,0,0
2012-07-03,8.39,0,0,200
2012-07-04,8.39,0,0,0
2012-07-05,8.39,0,0,0
2012-07-06,8.39,0,0,0
2012-07-09,8.39,0,0,0
2012-07-10,8.39,0,0,0
2012-07-11,8.39,0,0,0
2012-07-12,8.39,0,0,0
2012-07-13,8.39,0,0,0
2012-07-16,8.39,0,0,0
2012-07-17,8.39,0,0,0
2012-07-18,8.39,0,0,0
2012-07-19,8.39,0,0,0
2012-07-20,8.39,0,0,0
2012-07-23,8.39,0,0,0
2012-07-24,8.39,0,0,0
2012-07-25,8.39,0,0,0
2012-07-26,8.39,0,0,0
2012-07-27,8.39,0,0,0
2012-07-30,8.39,0,0,0
2012-07-31,8.39,0,0,0
2012-08-02,8.28,-0.11,-1.31,891
2012-08-03,8.28,0,0,0
2012-08-06,8.28,0,0,3000
2012-08-07,8.15,-0.13,-1.57,12595
2012-08-08,8.15,0,0,0
2012-08-09,8.28,0.13,1.6,22346
2012-08-10,8.28,0,0,0
2012-08-14,8.29,0.01,0.12,29500
2012-08-15,8.29,0,0,0
2012-08-16,8.48,0.19,2.29,3500
2012-08-17,8.5,0.02,0.24,26072
2012-08-21,8.5,0,0,500
2012-08-22,8.5,0,0,0
2012-08-23,8.5,0,0,0
2012-08-24,8.5,0,0,0
2012-08-27,8.4,-0.1,-1.18,241
2012-08-28,8.3,-0.1,-1.19,5000
2012-08-29,8.28,-0.02,-0.24,52840
2012-08-30,8.28,0,0,0
2012-09-03,8.28,0,0,0
2012-09-04,8.67,0.39,4.71,123345
2012-09-05,8.89,0.22,2.54,62601
2012-09-06,9,0.11,1.24,113169
2012-09-07,9,0,0,0
2012-09-10,9,0,0,0
2012-09-11,9.1,0.1,1.11,21035
2012-09-12,9,-0.1,-1.1,151000
2012-09-13,9.05,0.05,0.56,8000
2012-09-14,9.05,0,0,0
2012-09-17,9,-0.05,-0.55,30465
2012-09-18,9.05,0.05,0.56,665
2012-09-19,9.05,0,0,76
2012-09-20,9.05,0,0,0
2012-09-21,9,-0.05,-0.55,4950
2012-09-24,9,0,0,0
2012-09-25,9,0,0,0
2012-09-26,9,0,0,71811
2012-09-27,9,0,0,0
2012-09-28,9,0,0,0
2012-10-01,9,0,0,0
2012-10-02,9,0,0,2483
2012-10-03,9,0,0,0
2012-10-04,9,0,0,0
2012-10-05,9,0,0,0
2012-10-08,9,0,0,0
2012-10-09,9,0,0,0
2012-10-10,9,0,0,10110
2012-10-11,9,0,0,0
2012-10-12,9,0,0,0
2012-10-15,9,0,0,8662
2012-10-16,9,0,0,1338
2012-10-17,9,0,0,7562
2012-10-18,9.01,0.01,0.11,16000
2012-10-19,9.01,0,0,0
2012-10-22,9.01,0,0,938
2012-10-23,9.01,0,0,0
2012-10-24,9.01,0,0,0
2012-10-25,9.01,0,0,20
2012-10-26,9.01,0,0,0
2012-10-29,9.01,0,0,0
2012-10-30,9,-0.01,-0.11,550
2012-10-31,9,0,0,0
2012-11-01,9,0,0,0
2012-11-02,9,0,0,0
2012-11-05,9,0,0,0
2012-11-06,9,0,0,37422
2012-11-07,9,0,0,0
2012-11-08,9,0,0,0
2012-11-09,9,0,0,150
2012-11-12,9,0,0,0
2012-11-14,9,0,0,10000
2012-11-15,9,0,0,0
2012-11-16,9,0,0,9907
2012-11-19,9,0,0,0
2012-11-20,9.01,0.01,0.11,5000
2012-11-21,9.01,0,0,0
2012-11-22,9.01,0,0,0
2012-11-23,9.01,0,0,5967
2012-11-26,9.01,0,0,4033
2012-11-27,9.01,0,0,0
2012-11-28,9.01,0,0,6570
2012-11-29,9.01,0,0,0
2012-11-30,9.01,0,0,0
2012-12-03,9.01,0,0,0
2012-12-04,9.01,0,0,0
2012-12-05,9.01,0,0,0
2012-12-06,9.01,0,0,0
2012-12-07,9.01,0,0,0
2012-12-10,9.01,0,0,0
2012-12-11,9.01,0,0,1430
